station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
JFK,2024-08-30 18:51,71.00,61.00,70.66,120.00,12.00,0.00,30.23,1023.60,10.00,,FEW,BKN,BKN,BKN,2800.00,4700.00,13000.00,25000.00,,,,,,,,71.00,KJFK 302251Z 12012KT 10SM FEW028 BKN047 BKN130 BKN250 22/16 A3023 RMK SLP236 T02170161,
JFK,2024-08-30 19:51,70.00,62.00,75.75,100.00,10.00,0.00,30.23,1023.70,10.00,,FEW,BKN,BKN,BKN,2800.00,4900.00,13000.00,25000.00,,,,,,,,70.00,KJFK 302351Z 10010KT 10SM FEW028 BKN049 BKN130 BKN250 21/17 A3023 RMK SLP237 T02110167 10244 20211 51001,
JFK,2024-08-30 20:51,70.00,62.00,75.75,100.00,11.00,0.00,30.25,1024.20,10.00,,FEW,BKN,OVC,,2800.00,4500.00,5500.00,,,,,,,,,70.00,KJFK 310051Z 10011KT 10SM FEW028 BKN045 OVC055 21/17 A3025 RMK SLP242 T02110167,
JFK,2024-08-30 21:51,70.00,62.00,75.75,90.00,7.00,0.00,30.23,1023.70,10.00,,FEW,OVC,,,2800.00,6000.00,,,,,,,,,,70.00,KJFK 310151Z 09007KT 10SM FEW028 OVC060 21/17 A3023 RMK SLP237 T02110167,
JFK,2024-08-30 22:51,70.00,63.00,78.46,80.00,7.00,0.00,30.21,1023.10,10.00,,BKN,,,,5500.00,,,,,,,,,,,70.00,KJFK 310251Z 08007KT 10SM BKN055 21/17 A3021 RMK SLP231 T02110172 58006,
JFK,2024-08-30 23:49,69.80,62.60,77.90,,3.00,0.00,30.21,,10.00,,BKN,OVC,,,1900.00,6000.00,,,,,,,,,,69.80,KJFK 310349Z VRB03KT 10SM BKN019 OVC060 21/17 A3021 RMK AO2 FIBI (IZ) IEM_GHCNH,
JFK,2024-08-30 23:51,70.00,63.00,78.46,80.00,5.00,0.00,30.21,1022.80,10.00,,SCT,BKN,BKN,,1800.00,3000.00,6000.00,,,,,,,,,70.00,KJFK 310351Z 08005KT 10SM SCT018 BKN030 BKN060 21/17 A3021 RMK SLP228 T02110172,
JFK,2024-08-31 00:51,69.00,64.00,84.09,70.00,5.00,0.00,30.20,1022.50,10.00,,BKN,BKN,BKN,,1500.00,3000.00,6000.00,,,,,,,,,69.00,KJFK 310451Z 07005KT 10SM BKN015 BKN030 BKN060 21/18 A3020 RMK SLP225 T02060178 402440167,
JFK,2024-08-31 01:43,69.00,64.00,84.09,50.00,3.00,0.00,30.18,,10.00,,BKN,BKN,OVC,,1300.00,3000.00,6000.00,,,,,,,,,69.00,KJFK 310543Z 05003KT 10SM BKN013 BKN030 OVC60 21/18 A3018 RMK T02060178,
JFK,2024-08-31 01:51,69.00,64.00,84.09,50.00,5.00,0.00,30.17,1021.70,10.00,,BKN,BKN,OVC,,1300.00,3000.00,6000.00,,,,,,,,,69.00,KJFK 310551Z 05005KT 10SM BKN013 BKN030 OVC060 21/18 A3017 RMK SLP217 T02060178 10211 20206 58014,
JFK,2024-08-31 02:51,70.00,65.00,84.16,20.00,4.00,0.00,30.17,1021.70,10.00,,BKN,OVC,,,1200.00,3000.00,,,,,,,,,,70.00,KJFK 310651Z 02004KT 10SM BKN012 OVC030 21/18 A3017 RMK SLP217 T02110183,
JFK,2024-08-31 03:51,70.00,65.00,84.16,40.00,4.00,0.00,30.16,1021.30,10.00,,BKN,BKN,OVC,,1300.00,3000.00,6000.00,,,,,,,,,70.00,KJFK 310751Z 04004KT 10SM BKN013 BKN030 OVC060 21/18 A3016 RMK SLP213 T02110183,
JFK,2024-08-31 04:49,69.80,64.40,82.98,60.00,3.00,0.00,30.15,,10.00,,SCT,BKN,OVC,,1300.00,3000.00,6000.00,,,,,,,,,69.80,KJFK 310849Z 06003KT 10SM SCT013 BKN030 OVC060 21/18 A3015 RMK AO2 FIBI (IZ) IEM_GHCNH,
JFK,2024-08-31 04:51,70.00,65.00,84.16,70.00,4.00,0.00,30.15,1020.80,10.00,,SCT,BKN,OVC,,1300.00,3000.00,6000.00,,,,,,,,,70.00,KJFK 310851Z 07004KT 10SM SCT013 BKN030 OVC060 21/18 A3015 RMK SLP208 T02110183 58009,
JFK,2024-08-31 05:49,69.80,64.40,82.98,10.00,4.00,0.00,30.14,,10.00,,BKN,BKN,OVC,,1000.00,3000.00,6000.00,,,,,,,,,69.80,KJFK 310949Z 01004KT 10SM BKN010 BKN030 OVC060 21/18 A3014 RMK AO2 FIBI (IZ) IEM_GHCNH,
JFK,2024-08-31 05:51,70.00,65.00,84.16,20.00,4.00,0.00,30.14,1020.60,10.00,,BKN,BKN,OVC,,1000.00,3000.00,6000.00,,,,,,,,,70.00,KJFK 310951Z 02004KT 10SM BKN010 BKN030 OVC060 21/18 A3014 RMK SLP206 T02110183,
JFK,2024-08-31 06:51,70.00,65.00,84.16,20.00,4.00,0.00,30.14,1020.60,10.00,,BKN,BKN,OVC,,1000.00,3000.00,6000.00,,,,,,,,,70.00,KJFK 311051Z 02004KT 10SM BKN010 BKN030 OVC060 21/18 A3014 RMK SLP206 T02110183,
JFK,2024-08-31 07:51,71.00,66.00,84.22,90.00,5.00,0.00,30.13,1020.40,10.00,,BKN,OVC,,,1000.00,5500.00,,,,,,,,,,71.00,KJFK 311151Z 09005KT 10SM BKN010 OVC055 22/19 A3013 RMK SLP204 T02170189 10217 20206 58004,
JFK,2024-08-31 08:49,73.40,68.00,83.21,100.00,8.00,0.00,30.13,,10.00,,SCT,BKN,OVC,,1000.00,2800.00,5500.00,,,,,,,,,73.40,KJFK 311249Z 10008KT 10SM SCT010 BKN028 OVC055 23/20 A3013 RMK AO2 FIBI (ML) IEM_GHCNH,
JFK,2024-08-31 08:51,73.00,68.00,84.34,120.00,7.00,0.00,30.13,1020.30,10.00,,SCT,BKN,OVC,,1000.00,2800.00,5500.00,,,,,,,,,73.00,KJFK 311251Z 12007KT 10SM SCT010 BKN028 OVC055 23/20 A3013 RMK SLP203 T02280200,
JFK,2024-08-31 09:51,74.00,67.00,78.78,140.00,8.00,0.00,30.14,1020.60,10.00,,SCT,OVC,,,1400.00,2800.00,,,,,,,,,,74.00,KJFK 311351Z 14008KT 10SM SCT014 OVC028 23/19 A3014 RMK SLP206 T02330194,
JFK,2024-08-31 10:51,75.00,68.00,78.86,140.00,8.00,0.00,30.13,1020.40,10.00,,OVC,,,,2900.00,,,,,,,,,,,75.00,KJFK 311451Z 14008KT 10SM OVC029 24/20 A3013 RMK SLP204 T02390200,
JFK,2024-08-31 11:51,76.00,68.00,76.27,150.00,9.00,0.00,30.12,1019.90,10.00,,FEW,OVC,,,1400.00,3300.00,,,,,,,,,,76.00,KJFK 311551Z 15009KT 10SM FEW014 OVC033 24/20 A3012 RMK SLP199 T02440200,
JFK,2024-08-31 12:51,77.00,68.00,73.78,180.00,9.00,0.00,30.11,1019.50,10.00,,SCT,BKN,,,1800.00,3500.00,,,,,,,,,,77.00,KJFK 311651Z 18009KT 10SM SCT018 BKN035 25/20 A3011 RMK SLP195 T02500200,
JFK,2024-08-31 13:51,79.00,68.00,69.07,170.00,9.00,0.00,30.08,1018.50,10.00,,FEW,SCT,BKN,BKN,1800.00,2500.00,3500.00,25000.00,,,,,,,,79.00,KJFK 311751Z 17009KT 10SM FEW018 SCT025 BKN035 BKN250 26/20 A3008 RMK SLP185 T02610200 10261 20217 58019,
JFK,2024-08-31 14:51,79.00,67.00,66.72,160.00,8.00,0.00,30.06,1017.80,10.00,,FEW,SCT,SCT,,2500.00,3500.00,25000.00,,,,,,,,,79.00,KJFK 311851Z 16008KT 10SM FEW025 SCT035 SCT250 26/19 A3006 RMK SLP178 T02610194,
JFK,2024-08-31 15:51,79.00,67.00,66.72,150.00,11.00,0.00,30.03,1016.80,10.00,,FEW,SCT,,,3500.00,25000.00,,,,,,,,,,79.00,KJFK 311951Z 15011KT 10SM FEW035 SCT250 26/19 A3003 RMK SLP168 T02610194,
JFK,2024-08-31 16:51,77.00,67.00,71.28,150.00,8.00,0.00,30.00,1016.00,10.00,,FEW,SCT,,,3500.00,25000.00,,,,,,,,,,77.00,KJFK 312051Z 15008KT 10SM FEW035 SCT250 25/19 A3000 RMK SLP160 T02500194,
JFK,2024-08-31 17:51,76.00,67.00,73.69,150.00,7.00,0.00,30.00,1015.90,10.00,,FEW,BKN,BKN,,3500.00,4700.00,25000.00,,,,,,,,,76.00,KJFK 312151Z 15007KT 10SM FEW035 BKN047 BKN250 24/19 A3000 RMK SLP159 T02440194,
JFK,2024-08-31 18:51,74.00,68.00,81.55,160.00,6.00,0.00,29.99,1015.60,10.00,,FEW,BKN,,,3500.00,5000.00,,,,,,,,,,74.00,KJFK 312251Z 16006KT 10SM FEW035 BKN050 23/20 A2999 RMK SLP156 T02330200,
JFK,2024-08-31 19:51,74.00,69.00,84.40,170.00,8.00,0.00,29.99,1015.50,10.00,,BKN,,,,4000.00,,,,,,,,,,,74.00,KJFK 312351Z 17008KT 10SM BKN040 23/21 A2999 RMK SLP155 T02330206 10267 20233 56005,
JFK,2024-08-31 20:51,74.00,69.00,84.40,180.00,9.00,0.00,30.00,1015.80,10.00,,BKN,,,,4200.00,,,,,,,,,,,74.00,KJFK 010051Z 18009KT 10SM BKN042 23/21 A3000 RMK SLP158 T02330206,
JFK,2024-08-31 21:51,73.00,69.00,87.29,170.00,6.00,0.00,29.98,1015.30,10.00,,SCT,BKN,BKN,,3100.00,4200.00,10000.00,,,,,,,,,73.00,KJFK 010151Z 17006KT 10SM SCT031 BKN042 BKN100 23/21 A2998 RMK SLP153 T02280206,
JFK,2024-08-31 22:51,73.00,70.00,90.32,170.00,8.00,0.00,29.99,1015.30,10.00,,SCT,BKN,,,3000.00,4200.00,,,,,,,,,,73.00,KJFK 010251Z 17008KT 10SM SCT030 BKN042 23/21 A2999 RMK SLP153 T02280211 58002,
JFK,2024-08-31 23:16,73.00,70.00,90.32,180.00,7.00,0.00,29.98,,10.00,,SCT,BKN,BKN,,900.00,3900.00,10000.00,,,,,,,,,73.00,KJFK 010316Z 18007KT 10SM SCT009 BKN039 BKN100 23/21 A2998 RMK T02280211,
JFK,2024-08-31 23:51,73.00,71.00,93.45,180.00,6.00,0.00,29.97,1014.90,10.00,,SCT,BKN,BKN,BKN,900.00,3900.00,10000.00,15000.00,,,,,,,,73.00,KJFK 010351Z 18006KT 10SM SCT009 BKN039 BKN100 BKN150 23/22 A2997 RMK SLP149 T02280217,
JFK,2024-09-01 00:51,74.00,71.00,90.36,200.00,6.00,0.00,29.96,1014.50,10.00,,FEW,BKN,BKN,BKN,800.00,3900.00,9000.00,13000.00,,,,,,,,74.00,KJFK 010451Z 20006KT 10SM FEW008 BKN039 BKN090 BKN130 23/22 A2996 RMK SLP145 T02330217 402670206,
JFK,2024-09-01 01:51,73.00,71.00,93.45,210.00,8.00,0.00,29.95,1014.20,10.00,,FEW,SCT,BKN,,600.00,3900.00,9000.00,,,,,,,,,73.00,KJFK 010551Z 21008KT 10SM FEW006 SCT039 BKN090 23/22 A2995 RMK SLP142 T02280217 10233 20228 56012,
JFK,2024-09-01 02:51,73.00,71.00,93.45,210.00,7.00,0.00,29.95,1014.10,10.00,,FEW,BKN,BKN,,600.00,3800.00,8000.00,,,,,,,,,73.00,KJFK 010651Z 21007KT 10SM FEW006 BKN038 BKN080 23/22 A2995 RMK SLP141 T02280217,
JFK,2024-09-01 03:51,73.00,70.00,90.32,210.00,7.00,0.00,29.94,1013.80,10.00,,BKN,OVC,,,3500.00,8000.00,,,,,,,,,,73.00,KJFK 010751Z 21007KT 10SM BKN035 OVC080 23/21 A2994 RMK SLP138 T02280211,
JFK,2024-09-01 04:51,73.00,70.00,90.32,210.00,7.00,0.00,29.93,1013.50,10.00,,OVC,,,,3100.00,,,,,,,,,,,73.00,KJFK 010851Z 21007KT 10SM OVC031 23/21 A2993 RMK SLP135 T02280211 58007,
JFK,2024-09-01 05:51,73.00,71.00,93.45,210.00,6.00,0.00,29.93,1013.40,10.00,,FEW,BKN,OVC,,900.00,3000.00,5500.00,,,,,,,,,73.00,KJFK 010951Z 21006KT 10SM FEW009 BKN030 OVC055 23/22 A2993 RMK SLP134 T02280217,
JFK,2024-09-01 06:19,74.00,71.00,90.36,210.00,8.00,0.00,29.93,,10.00,,BKN,OVC,,,1500.00,3000.00,,,,,,,,,,74.00,KJFK 011019Z 21008KT 10SM BKN015 OVC030 23/22 A2993 RMK T02330217,
JFK,2024-09-01 06:51,74.00,71.00,90.36,210.00,6.00,0.00,29.93,1013.50,10.00,,BKN,OVC,,,1200.00,3000.00,,,,,,,,,,74.00,KJFK 011051Z 21006KT 10SM BKN012 OVC030 23/22 A2993 RMK SLP135 T02330217,
JFK,2024-09-01 07:51,74.00,70.00,87.34,240.00,10.00,0.00,29.93,1013.60,10.00,,BKN,OVC,,,1000.00,3000.00,,,,,,,,,,74.00,KJFK 011151Z 24010KT 10SM BKN010 OVC030 23/21 A2993 RMK SLP136 T02330211 10233 20228 53001,
JFK,2024-09-01 08:10,74.00,71.00,90.36,230.00,9.00,0.00,29.93,,10.00,,BKN,OVC,,,900.00,3000.00,,,,,,,,,,74.00,KJFK 011210Z 23009KT 10SM BKN009 OVC030 23/22 A2993 RMK T02330217,
JFK,2024-09-01 08:51,74.00,71.00,90.36,220.00,8.00,0.00,29.92,1013.30,10.00,,BKN,OVC,,,900.00,3000.00,,,,,,,,,,74.00,KJFK 011251Z 22008KT 10SM BKN009 OVC030 23/22 A2992 RMK SLP133 T02330217,
JFK,2024-09-01 09:51,75.00,71.00,87.38,220.00,6.00,0.00,29.92,1013.00,10.00,,BKN,BKN,BKN,BKN,900.00,1300.00,12000.00,25000.00,,,,,,,,75.00,KJFK 011351Z 22006KT 10SM BKN009 BKN013 BKN120 BKN250 24/22 A2992 RMK SLP130 T02390217,
JFK,2024-09-01 10:51,76.00,71.00,84.52,210.00,8.00,0.00,29.91,1012.90,10.00,,BKN,BKN,BKN,,900.00,1500.00,25000.00,,,,,,,,,76.00,KJFK 011451Z 21008KT 10SM BKN009 BKN015 BKN250 24/22 A2991 RMK SLP129 T02440217 56007,
JFK,2024-09-01 11:51,76.00,72.00,87.43,220.00,7.00,,29.91,1012.70,10.00,,BKN,BKN,BKN,BKN,800.00,5000.00,7500.00,25000.00,,,,,,,,76.00,KJFK 011551Z 22007KT 10SM BKN008 BKN050 BKN075 BKN250 24/22 A2991 RMK RAB04E14 SLP127 P0000 T02440222,
JFK,2024-09-01 12:36,78.00,72.00,81.82,200.00,8.00,0.00,29.90,,10.00,,SCT,BKN,BKN,BKN,800.00,5000.00,7500.00,17000.00,,,,,,,,78.00,KJFK 011636Z 20008KT 10SM SCT008 BKN050 BKN075 BKN170 BKN250 26/22 A2990 RMK T02560222,
JFK,2024-09-01 12:51,78.00,72.00,81.82,200.00,9.00,0.00,29.90,1012.40,10.00,,SCT,BKN,BKN,BKN,800.00,3000.00,8500.00,17000.00,,,,,,,,78.00,KJFK 011651Z 20009KT 10SM SCT008 BKN030 BKN085 BKN170 BKN250 26/22 A2990 RMK SLP124 T02560222,
JFK,2024-09-01 13:51,77.00,73.00,87.48,200.00,7.00,,29.89,1012.00,9.00,,SCT,BKN,OVC,,2300.00,6500.00,9500.00,,-RA,,,,,,,77.00,KJFK 011751Z COR 20007KT 9SM -RA SCT023 BKN065 OVC095 25/23 A2989 RMK RAB44 SLP120 P0000 60000 T02500228 10256 20233 58009,
JFK,2024-09-01 14:51,78.00,72.00,81.82,200.00,7.00,,29.87,1011.60,10.00,,SCT,BKN,BKN,OVC,2500.00,3800.00,9500.00,25000.00,,,,,,,,78.00,KJFK 011851Z 20007KT 10SM SCT025 BKN038 BKN095 OVC250 26/22 A2987 RMK RAE1757 SLP116 P0000 T02560222,
JFK,2024-09-01 15:51,81.00,73.00,76.70,200.00,9.00,0.00,29.86,1011.00,10.00,,FEW,SCT,BKN,BKN,2500.00,4000.00,7000.00,16000.00,,,,,,,,85.81,KJFK 011951Z 20009KT 10SM FEW025 SCT040 BKN070 BKN160 BKN250 27/23 A2986 RMK SLP110 T02720228,
JFK,2024-09-01 16:51,81.00,72.00,74.15,200.00,8.00,0.00,29.84,1010.30,10.00,,FEW,SCT,BKN,BKN,5000.00,8000.00,16000.00,25000.00,,,,,,,,85.35,KJFK 012051Z 20008KT 10SM FEW050 SCT080 BKN160 BKN250 27/22 A2984 RMK SLP103 60000 T02720222 58017,
JFK,2024-09-01 17:51,81.00,73.00,76.70,190.00,4.00,0.00,29.83,1010.20,10.00,,SCT,SCT,BKN,,5000.00,16000.00,25000.00,,,,,,,,,85.81,KJFK 012151Z 19004KT 10SM SCT050 SCT160 BKN250 27/23 A2983 RMK SLP102 T02720228,
JFK,2024-09-01 18:51,79.00,71.00,76.53,180.00,6.00,0.00,29.83,1010.10,10.00,,FEW,FEW,BKN,,5000.00,16000.00,25000.00,,,,,,,,,79.00,KJFK 012251Z 18006KT 10SM FEW050 FEW160 BKN250 26/22 A2983 RMK SLP101 T02610217,
JFK,2024-09-01 19:51,76.00,72.00,87.43,190.00,7.00,0.00,29.84,1010.30,10.00,,FEW,FEW,SCT,,5000.00,15000.00,25000.00,,,,,,,,,76.00,KJFK 012351Z 19007KT 10SM FEW050 FEW150 SCT250 24/22 A2984 RMK SLP103 60000 T02440222 10278 20244 55000,
JFK,2024-09-01 20:51,76.00,72.00,87.43,180.00,6.00,0.00,29.85,1010.90,10.00,,SCT,,,,25000.00,,,,,,,,,,,76.00,KJFK 020051Z 18006KT 10SM SCT250 24/22 A2985 RMK SLP109 T02440222,
JFK,2024-09-01 21:51,76.00,72.00,87.43,190.00,6.00,0.00,29.86,1011.10,10.00,,BKN,,,,25000.00,,,,,,,,,,,76.00,KJFK 020151Z 19006KT 10SM BKN250 24/22 A2986 RMK SLP111 T02440222,
JFK,2024-09-01 22:51,76.00,72.00,87.43,240.00,10.00,0.00,29.87,1011.30,10.00,,FEW,BKN,,,7000.00,25000.00,,,,,,,,,,76.00,KJFK 020251Z 24010KT 10SM FEW070 BKN250 24/22 A2987 RMK SLP113 T02440222 51010,
JFK,2024-09-01 23:51,75.00,72.00,90.40,230.00,8.00,0.00,29.86,1011.30,10.00,,FEW,SCT,,,6500.00,25000.00,,,,,,,,,,75.00,KJFK 020351Z 23008KT 10SM FEW065 SCT250 24/22 A2986 RMK SLP113 T02390222,
JFK,2024-09-02 00:51,75.00,72.00,90.40,240.00,7.00,0.00,29.87,1011.30,10.00,,SCT,,,,25000.00,,,,,,,,,,,75.00,KJFK 020451Z 24007KT 10SM SCT250 24/22 A2987 RMK SLP113 T02390222 402780228,
JFK,2024-09-02 01:51,75.00,64.00,68.64,330.00,17.00,0.00,29.88,1011.90,10.00,25.00,FEW,SCT,,,8000.00,25000.00,,,,,,,,,,75.00,KJFK 020551Z 33017G25KT 10SM FEW080 SCT250 24/18 A2988 RMK SLP119 T02390178 10250 20233 51010,
JFK,2024-09-02 02:51,74.00,64.00,70.97,350.00,10.00,0.00,29.88,1011.90,10.00,,FEW,SCT,,,8000.00,25000.00,,,,,,,,,,74.00,KJFK 020651Z 35010KT 10SM FEW080 SCT250 23/18 A2988 RMK SLP119 T02330178,
JFK,2024-09-02 03:51,73.00,61.00,66.04,340.00,9.00,0.00,29.89,1012.00,10.00,,FEW,SCT,,,7500.00,25000.00,,,,,,,,,,73.00,KJFK 020751Z 34009KT 10SM FEW075 SCT250 23/18 A2989 RMK SLP120 T02280161,
JFK,2024-09-02 04:51,72.00,56.00,57.10,330.00,10.00,0.00,29.90,1012.50,10.00,,FEW,SCT,,,7000.00,25000.00,,,,,,,,,,72.00,KJFK 020851Z 33010KT 10SM FEW070 SCT250 23/18 A2990 RMK SLP125 T02220133 5305,
JFK,2024-09-02 05:51,69.00,54.00,58.80,330.00,11.00,0.00,29.92,1013.10,10.00,,SCT,SCT,,,6500.00,25000.00,,,,,,,,,,69.00,KJFK 020951Z 33011KT 10SM SCT065 SCT250 21/12 A2992 RMK SLP131 T02060122,
JFK,2024-09-02 06:51,69.00,55.00,60.99,340.00,11.00,0.00,29.94,1013.80,10.00,,FEW,FEW,BKN,,6500.00,14000.00,25000.00,,,,,,,,,69.00,KJFK 021051Z 34011KT 10SM FEW065 FEW140 BKN250 21/13 A2994 RMK SLP138 T02060128,
JFK,2024-09-02 07:51,70.00,56.00,61.11,340.00,8.00,0.00,29.96,1014.60,10.00,,FEW,SCT,BKN,,6500.00,16000.00,25000.00,,,,,,,,,70.00,KJFK 021151Z 34008KT 10SM FEW065 SCT160 BKN250 21/13 A2996 RMK SLP146 T02110133 10239 20206 53020,
JFK,2024-09-02 08:51,70.00,56.00,61.11,340.00,13.00,0.00,29.98,1015.20,10.00,,FEW,SCT,BKN,BKN,6000.00,11000.00,16000.00,25000.00,,,,,,,,70.00,KJFK 021251Z 34013KT 10SM FEW060 SCT110 BKN160 BKN250 21/13 A2998 RMK SLP152 T02110133,
JFK,2024-09-02 09:51,73.00,57.00,57.23,340.00,15.00,0.00,29.99,1015.40,10.00,,FEW,FEW,SCT,BKN,6000.00,11000.00,16000.00,25000.00,,,,,,,,73.00,KJFK 021351Z 34015KT 10SM FEW060 FEW110 SCT160 BKN250 23/14 A2999 RMK SLP154 T02280139,
JFK,2024-09-02 10:51,74.00,58.00,57.37,360.00,15.00,0.00,30.01,1016.10,10.00,,FEW,SCT,SCT,BKN,4600.00,9500.00,16000.00,25000.00,,,,,,,,74.00,KJFK 021451Z 36015KT 10SM FEW046 SCT095 SCT160 BKN250 23/14 A3001 RMK SLP161 T02330144 53016,
JFK,2024-09-02 11:51,77.00,58.00,51.90,360.00,13.00,0.00,30.02,1016.40,10.00,20.00,FEW,FEW,FEW,BKN,4800.00,9500.00,16000.00,25000.00,,,,,,,,77.00,KJFK 021551Z 36013G20KT 10SM FEW048 FEW095 FEW160 BKN250 25/14 A3002 RMK SLP164 T02500144,
JFK,2024-09-02 12:51,79.00,57.00,46.87,360.00,15.00,0.00,30.01,1016.10,10.00,,SCT,SCT,SCT,,5000.00,9500.00,25000.00,,,,,,,,,79.00,KJFK 021651Z 36015KT 10SM SCT050 SCT095 SCT250 26/14 A3001 RMK SLP161 T02610139,
JFK,2024-09-02 13:51,78.00,54.00,43.44,350.00,12.00,0.00,30.01,1016.20,10.00,,SCT,BKN,,,5500.00,25000.00,,,,,,,,,,78.00,KJFK 021751Z 35012KT 10SM SCT055 BKN250 26/12 A3001 RMK SLP162 T02560122 10272 20211 51001,
JFK,2024-09-02 14:51,80.00,52.00,37.79,350.00,5.00,0.00,30.00,1015.90,10.00,,SCT,BKN,,,6000.00,25000.00,,,,,,,,,,79.75,KJFK 021851Z 35005KT 10SM SCT060 BKN250 27/11 A3000 RMK SLP159 T02670111,
JFK,2024-09-02 15:51,81.00,53.00,37.95,350.00,7.00,0.00,30.00,1015.90,10.00,,SCT,BKN,,,6500.00,25000.00,,,,,,,,,,80.46,KJFK 021951Z 35007KT 10SM SCT065 BKN250 27/12 A3000 RMK SLP159 T02720117,
JFK,2024-09-02 16:51,80.00,52.00,37.79,350.00,14.00,0.00,30.01,1016.10,10.00,22.00,SCT,SCT,,,7000.00,25000.00,,,,,,,,,,79.75,KJFK 022051Z 35014G22KT 10SM SCT070 SCT250 27/11 A3001 RMK SLP161 T02670111 55001,
JFK,2024-09-02 17:51,79.00,49.00,34.94,360.00,11.00,0.00,30.03,1016.80,10.00,,SCT,SCT,SCT,,7000.00,8500.00,25000.00,,,,,,,,,79.00,KJFK 022151Z 36011KT 10SM SCT070 SCT085 SCT250 26/09 A3003 RMK SLP168 T02610094,
JFK,2024-09-02 18:51,77.00,46.00,33.34,310.00,11.00,0.00,30.05,1017.60,10.00,23.00,FEW,FEW,FEW,,7000.00,8500.00,25000.00,,,,,,,,,77.00,KJFK 022251Z 31011G23KT 10SM FEW070 FEW085 FEW250 25/08 A3005 RMK SLP176 T02500078,
JFK,2024-09-02 19:51,74.00,49.00,41.26,330.00,14.00,0.00,30.07,1018.40,10.00,20.00,FEW,FEW,,,7000.00,8500.00,,,,,,,,,,74.00,KJFK 022351Z 33014G20KT 10SM FEW070 FEW085 23/09 A3007 RMK SLP184 T02330094 10283 T0233 53022,
JFK,2024-09-02 20:51,72.00,49.00,44.13,340.00,13.00,0.00,30.11,1019.50,10.00,24.00,FEW,,,,7000.00,,,,,,,,32.00,320.00,2024-09-02 20:01,72.00,KJFK 030051Z 34013G24KT 10SM FEW070 22/09 A3011 RMK PK WND 32032/0001 SLP195 T02220094,
JFK,2024-09-02 21:51,70.00,47.00,43.82,350.00,17.00,0.00,30.14,1020.60,10.00,25.00,FEW,,,,7000.00,,,,,,,,27.00,340.00,2024-09-02 21:13,70.00,KJFK 030151Z 35017G25KT 10SM FEW070 21/08 A3014 RMK PK WND 34027/0113 SLP206 T02110083,
JFK,2024-09-02 22:51,68.00,45.00,43.51,350.00,16.00,0.00,30.14,1021.50,10.00,24.00,FEW,,,,7500.00,,,,,,,,27.00,350.00,2024-09-02 22:11,68.00,KJFK 030251Z 35016G24KT 10SM FEW075 20/07 A3014 RMK PK WND 35027/0211 SLP215 T02000072 53022,
JFK,2024-09-02 23:51,66.00,45.00,46.62,360.00,16.00,0.00,30.19,1022.40,10.00,,CLR,,,,,,,,,,,,27.00,350.00,2024-09-02 23:31,66.00,KJFK 030351Z 36016KT 10SM CLR 19/07 A3019 RMK PK WND 35027/0331 SLP224 T01890072,
JFK,2024-09-03 00:51,64.00,45.00,49.99,10.00,13.00,0.00,30.21,1023.00,10.00,,CLR,,,,,,,,,,,,,,,64.00,KJFK 030451Z 01013KT 10SM CLR 18/07 A3021 RMK SLP230 T01780072 402830178,
JFK,2024-09-03 01:51,63.00,45.00,51.78,10.00,12.00,0.00,30.22,1023.40,10.00,20.00,CLR,,,,,,,,,,,,,,,63.00,KJFK 030551Z 01012G20KT 10SM CLR 17/07 A3022 RMK SLP234 T01720072 10233 20172 51031,
JFK,2024-09-03 02:51,63.00,45.00,51.78,10.00,10.00,0.00,30.24,1023.90,10.00,,CLR,,,,,,,,,,,,,,,63.00,KJFK 030651Z 01010KT 10SM CLR 17/08 A3024 RMK SLP239 T01720072,
JFK,2024-09-03 03:51,61.00,46.00,57.72,20.00,12.00,0.00,30.25,1024.20,10.00,,CLR,,,,,,,,,,,,,,,61.00,KJFK 030751Z 02012KT 10SM CLR 16/08 A3025 RMK SLP242 T01610078,
JFK,2024-09-03 04:51,60.00,47.00,62.11,20.00,7.00,0.00,30.27,1024.80,10.00,,CLR,,,,,,,,,,,,,,,60.00,KJFK 030851Z 02007KT 10SM CLR 16/08 A3027 RMK SLP248 T01560083 53015,
JFK,2024-09-03 05:51,58.00,47.00,66.71,20.00,5.00,0.00,30.28,1025.40,10.00,,CLR,,,,,,,,,,,,,,,58.00,KJFK 030951Z 02005KT 10SM CLR 14/08 A3028 RMK SLP254 T01440083,
JFK,2024-09-03 06:51,58.00,48.00,69.27,30.00,4.00,0.00,30.30,1026.10,10.00,,FEW,,,,25000.00,,,,,,,,,,,58.00,KJFK 031051Z 03004KT 10SM FEW250 14/09 A3030 RMK SLP261 T01440089,
JFK,2024-09-03 07:51,62.00,48.00,60.07,10.00,8.00,0.00,30.32,1026.60,10.00,,FEW,,,,25000.00,,,,,,,,,,,62.00,KJFK 031151Z 01008KT 10SM FEW250 17/09 A3032 RMK SLP266 T01670089 10172 20139 51017,
